CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,LAT,LONG
41259517,SHINBASHI JAPANESE RESTAURANT,MANHATTAN,7,EAST 48 STREET,10017,2128131009,Japanese,11/1/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,47,,40.757112,-73.977288
41489737,PATSY'S PIZZERIA,MANHATTAN,1279,1 AVENUE,10065,2126931000,Italian,8/24/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,40.765876,-73.9577459
40377789,CAFE LUXEMBOURG,MANHATTAN,200,WEST   70 STREET,10023,2128737411,French,4/5/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,40.7772611,-73.9830464
50002337,BLUE DOG KITCHEN,MANHATTAN,308,WEST 50 STREET,10019,2124590700,American,12/20/2013,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11,,40.7624439,-73.9869679
41444879,GRAND BO KY RESTAURANT,MANHATTAN,214216,GRAND STREET,10013,2122199228,Chinese,7/6/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,40.7174309,-73.9914517
40624409,FAMOUS FISH MARKET,MANHATTAN,684,ST NICHOLAS AVENUE,10030,2124918323,Seafood,10/13/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,40.8237287,-73.9446811
40368897,HATSUHANA RESTAURANT,MANHATTAN,17,EAST   48 STREET,10017,2123553345,Japanese,1/28/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,15,,40.757038,-73.9769071
41361217,PICK A BAGEL,MANHATTAN,311,SOUTH END AVENUE,10280,2126195100,Delicatessen,12/23/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,40.7105252,-74.0163958
50019020,AZUKI,MANHATTAN,700,8TH AVE,10001,9173381199,Asian,7/15/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,40.7587072,-73.9882975
41634004,MORNING STAR RESTAURANT,MANHATTAN,879,9 AVENUE,10019,2122461593,American,5/6/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,40.7682107,-73.9858178
40512617,ZARO'S BREAD BASKET,MANHATTAN,89,EAST   42 STREET,10017,2122920163,Bakery,12/23/2014,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,40.7524961,-73.9773022
41376261,BEARD PAPA'S CREAM PUFFS,MANHATTAN,2167,BROADWAY,10024,2127993770,Bakery,11/18/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,40.7821545,-73.9812437
41239197,PINTO,MANHATTAN,118,CHRISTOPHER STREET,10014,2123665455,Thai,2/5/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,B,40.733089,-74.0054826
41529681,456 RESTAURANT,MANHATTAN,69,MOTT STREET,10013,2129640003,Chinese,12/24/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,,40.7163073,-73.9983398
41629114,YI ZHANG FISHBALL,MANHATTAN,9,ELDRIDGE STREET,10002,2129616151,Chinese,1/29/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,40.7146791,-73.9939435
40374277,MOLLY WEE PUB,MANHATTAN,402,8 AVENUE,10001,2129672627,Irish,7/14/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,40.749658,-73.9949237
50045595,MINUS5 ICE BAR,MANHATTAN,1335,AVENUE OF AMERICAS,10019,2127575329,"Bottled beverages, including water, sodas, juices, etc.",2/22/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,40.7624779,-73.9795163
40783967,THE PIZZA PUB / AMPERSAND,MANHATTAN,294,3 AVENUE,10010,2124778100,Pizza,12/26/2014,Establishment re-closed by DOHMH,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,,40.7387135,-73.9835473
41104783,BUDEPEST CAFE,MANHATTAN,1631,2 AVENUE,10028,2123271105,Eastern European,3/23/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,40.777134,-73.9526156
41388569,GINGERS (DOUBLE TREE HOTEL),MANHATTAN,1568,BROADWAY,10036,2127191600,American,7/3/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,40.7589488,-73.9845637
41421237,BILLY'S BAKERY,MANHATTAN,75,FRANKLIN STREET,10013,2126479958,Bakery,7/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,40.7176949,-74.0044565
41006035,OVERLOOK,MANHATTAN,225,EAST   44 STREET,10017,2126827266,American,2/17/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,40.7518562,-73.9722686
41575449,MIDNIGHT EXPRESS,MANHATTAN,1715,2 AVENUE,10128,2128602320,American,12/19/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,40.7797888,-73.9505899
40991835,UNCLE JACK'S STEAKHOUSE,MANHATTAN,440,9 AVENUE,10001,2122440005,Steak,2/2/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,40.7536713,-73.9954924
41692194,BANGKOK HOUSE,MANHATTAN,360,WEST   46 STREET,10036,2125415943,Thai,7/11/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,C,40.7605415,-73.9901685
41704198,GOLDBAR,MANHATTAN,389,BROOME STREET,10013,2122741568,American,5/8/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7203748,-73.9971177
41155953,FAT BABY,MANHATTAN,112,RIVINGTON STREET,10002,2125331888,American,4/1/2015,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13,A,40.720036,-73.9877204
50051293,JUICE PRESS,MANHATTAN,1633,BROADWAY,10019,9172874668,"Juice, Smoothies, Fruit Salads",8/9/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,18,,40.7621098,-73.9846411
41239197,PINTO,MANHATTAN,118,CHRISTOPHER STREET,10014,2123665455,Thai,8/17/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,10,,40.733089,-74.0054826
50005592,J R SUSHI,MANHATTAN,86A,W BROADWAY,10007,9178688688,Japanese,9/16/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,40.8372412,-73.9420855
50015186,Campagnola Restaurant,MANHATTAN,1382,1ST AVE,10021,2128611102,Italian,12/11/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,40.768811,-73.954818
50017223,FAIRFIELD INN & SUITES NEW YORK MANHATTAN FINANCIAL DISTRICT,MANHATTAN,161,FRONT ST,10038,2128260001,Continental,4/1/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,21,,40.7058519,-74.0047912
50012618,PARK HYATT NEW YORK,MANHATTAN,153,W 57TH ST,10019,6467741234,American,8/26/2014,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,10,A,40.7653771,-73.9790722
40561340,SUGAR BAR,MANHATTAN,254,WEST   72 STREET,10023,2125790222,American,2/26/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,40.7793686,-73.9838508
50006329,L'ARTE DEL GELATO,MANHATTAN,75,9TH AVE,10011,2123660570,"Ice Cream, Gelato, Yogurt, Ices",3/16/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,7,A,40.7425547,-74.0060838
50012995,GREAT BURRITO,MANHATTAN,100,W 23RD ST,10011,2122430022,Mexican,10/31/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,40.742852,-73.9931764
50017839,TIJUANA PICNIC,MANHATTAN,151,ESSEX ST,10002,2122192000,Mexican,3/15/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,40.7207634,-73.9873657
40690158,FRESCO ON THE GO,MANHATTAN,40,EAST   52 STREET,10022,2127542700,American,4/8/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,40.7586002,-73.9740984
50003228,FABIO,MANHATTAN,214,E 52ND STREET,10022,2126885200,Italian,7/2/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,40.7565859,-73.9691776
40942342,LARRY FLYNT'S HUSTLER CLUB,MANHATTAN,639641,WEST   51 STREET,10019,2122472460,American,5/20/2014,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,33,,40.763524,-73.9870734
40366661,BABY BO'S CANTINA,MANHATTAN,627,2 AVENUE,10016,2127792656,Tex-Mex,1/13/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.7451337,-73.9759805
50045305,DOMINO'S,MANHATTAN,440,E 14TH ST,10009,2124733030,Pizza,2/19/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,24,,40.7303711,-73.980845
40588296,BOCCA,MANHATTAN,135,WEST   50 STREET,10020,2125823000,American,1/9/2014,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,40.7609173,-73.9822828
40850055,STAR LITE DELI,MANHATTAN,212,WEST   44 STREET,10036,2128401859,Delicatessen,10/30/2015,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,40.7575534,-73.98695
41672406,CHARLIE'S PIZZA,MANHATTAN,1501,ST NICHOLAS AVENUE,10033,2127819089,Pizza,5/18/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,40.8520015,-73.9320616
41583281,BREAD TALK,MANHATTAN,47,CATHERINE STREET,10038,9178324784,Bakery,5/12/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,40.711867,-73.996572
41303456,BISTRO MILANO,MANHATTAN,1350,AVENUE OF THE AMERICAS,10019,2127572600,Italian,6/15/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,40.762517,-73.9777614
41087509,PS 450,MANHATTAN,450,PARK AVENUE SOUTH,10016,2125327474,American,4/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,40.7449807,-73.9832572
50010848,PIZZA ITALIA,MANHATTAN,307,W 17TH ST,10011,2122424242,Pizza/Italian,6/15/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,B,40.7419616,-74.0014595
50018017,LA BELLEZZA,MANHATTAN,145,E 49TH ST,10017,2128713223,Pizza,3/10/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,40.7559966,-73.972121
41645238,THE COFFEE BEAN & TEA LEAF,MANHATTAN,1469,3 AVENUE,10028,2125351022,CafÃ©/Coffee/Tea,12/24/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,29,,40.776655,-73.9551965
41451698,LUCY'S CANTINA ROYALE,MANHATTAN,1,PENN PLAZA,10119,2126431270,Mexican,2/3/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,40.7511649,-73.9924654
41640145,BAREBURGER,MANHATTAN,1370,1 AVENUE,10021,2125108559,Hamburgers,3/23/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,40.7684941,-73.9551928
41378724,SCHNIPPER'S QUALITY KITCHEN,MANHATTAN,620,8 AVENUE,10018,2129212400,Hamburgers,8/29/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,40.7560866,-73.9901119
40561040,ARTHUR'S TAVERN,MANHATTAN,57,GROVE STREET,10014,2126756879,American,11/25/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,40.7332096,-74.0034606
40589545,KHYBER PASS,MANHATTAN,34,ST MARKS PLACE,10003,2124730989,Afghan,9/29/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,,40.7286266,-73.9883754
50000642,THE BAR ROOM,MANHATTAN,117,E 60TH ST,10022,2125615523,American,7/15/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,40.7633602,-73.9684763
41568640,HOT POT UNDER DE' TREE,MANHATTAN,2839,FREDERICK DOUGLAS BOULEVARD,10039,2122343505,Caribbean,11/10/2016,Establishment re-closed by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,40.8269667,-73.939243
50005128,SMOOCHA,MANHATTAN,315,5TH AVE,10016,2129679635,American,12/23/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,,40.7468929,-73.9851941
50003262,NANO,MANHATTAN,691,TENTH AVE,10036,6466494678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/3/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,40.7630906,-73.9933208
41184912,PLAZA DELI,MANHATTAN,127,JOHN STREET,10038,2129437735,Delicatessen,8/17/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,26,B,40.707361,-74.004762
40728858,VOL DE NUIT,MANHATTAN,148,WEST    4 STREET,10012,2129823388,French,3/11/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,,40.731355,-74.0006504
41625305,STEAK 'N SHAKE,MANHATTAN,1695,BROADWAY,10019,2122476584,Hamburgers,9/16/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,38,,40.7636829,-73.982942
50032844,DUMPLING GO,MANHATTAN,188,2ND AVE,10003,2122288855,Asian,10/25/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,,40.730823,-73.9857772
50007437,YUM YUM BANGKOK,MANHATTAN,650,9TH AVE,10036,2122627244,Thai,5/14/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,40.7606016,-73.9906936
40543458,DOMINO'S,MANHATTAN,4797,BROADWAY,10034,2125678600,Pizza,12/11/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,40.8663567,-73.925694
41468985,DUNKIN' DONUTS,MANHATTAN,2661,BROADWAY,10025,2122802221,Donuts,1/11/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,40.7981289,-73.9696649
50012545,WENDY'S,MANHATTAN,938,8TH AVE,10019,2129774788,Hamburgers,6/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,40.7655713,-73.9832897
40381797,ROSA MEXICANO,MANHATTAN,1063,FIRST AVENUE,10022,2127537407,Mexican,2/25/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,40.7589658,-73.9627039
50015011,ROAST KITCHEN,MANHATTAN,27,E 13TH ST,10003,2127764053,Salads,10/8/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,23,,40.7347897,-73.9925177
50006235,DESI GRUB,MANHATTAN,200,W 40TH ST,10018,2123545284,Indian,1/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,52,,40.7548523,-73.9885098
40635781,CARAVAN OF DREAMS,MANHATTAN,405,EAST    6 STREET,10009,2122541613,Vegetarian,7/31/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,11,A,40.7264049,-73.9856386
41448559,HIGHLANDS RESTAURANT,MANHATTAN,150,WEST   10 STREET,10014,2122292670,English,8/26/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,14,,40.7343432,-74.0010957
41113037,BITE,MANHATTAN,211,EAST   14 STREET,10003,2126773123,Mediterranean,2/10/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,B,40.7331583,-73.9861641
50018793,NEW GOLDEN DRAGON CHINESE RESTAURANT,MANHATTAN,398A,W 145TH ST,10031,2122830200,Chinese,2/25/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,,40.8240196,-73.9451446
40545543,PROHIBITION,MANHATTAN,503,COLUMBUS AVENUE,10024,2125793100,American,3/14/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,40.7852237,-73.9727957
50001836,JUKE BAR,MANHATTAN,196,2ND AVENUE,10003,2122287464,American,11/6/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,,40.7310526,-73.9854785
50032584,YAN KEE BEEF JERKY,MANHATTAN,44,CANAL ST,10002,2129651206,Asian,4/12/2016,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Critical,12,,40.7145674,-73.9915302
40906355,DALLAS BBQ,MANHATTAN,261,8 AVENUE,10011,2124620001,Barbecue,1/19/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16,,40.7456282,-73.998537
41164793,LATINO'S BAR & GRILL RESTAURANT,MANHATTAN,3864,BROADWAY,10032,2127401313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/8/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,B,40.8366155,-73.9426229
41616574,THE TIPPLER,MANHATTAN,75,9 AVENUE,10011,2122060000,Armenian,2/7/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,40.7425547,-74.0060838
41485091,BRAVO PIZZA,MANHATTAN,115,EAST   14 STREET,10003,2122532220,Pizza,3/30/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,40.7342212,-73.9889546
40370463,THREE GUY'S RESTAURANT,MANHATTAN,960,MADISON AVENUE,10021,2126288108,American,1/5/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,,40.7741367,-73.9640817
41024174,CAMARADAS EL BARRIO,MANHATTAN,2241,1 AVENUE,10029,2123482703,Polynesian,3/14/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,40.7955883,-73.9360706
41652559,PARLOR CLUB NYC,MANHATTAN,286,SPRING STREET,10013,2124142902,French,8/6/2013,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.7256013,-74.0071326
40560896,YAKITORI TAISHO,MANHATTAN,5,ST MARKS PLACE,10003,2122285086,Japanese,11/19/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,23,,40.7295118,-73.9892642
40930101,THE ODEON,MANHATTAN,145,WEST BROADWAY,10013,2122330507,French,4/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,40.7169529,-74.0077997
41406564,KEN & COOK,MANHATTAN,19,KENMARE STREET,10012,2129663058,Italian,11/4/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,67,,40.7206906,-73.994593
41687431,STAMINA GRILL & JUICE BAR,MANHATTAN,80,NASSAU STREET,10038,2125137020,American,12/2/2014,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Critical,11,A,40.7098525,-74.0079555
40990997,WENDY'S,MANHATTAN,335,5 AVENUE,10016,2128893899,Hamburgers,7/12/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,B,40.747743,-73.9847422
41659574,THE NUAA,MANHATTAN,1122,1 AVENUE,10065,2128882899,Thai,3/25/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,40.76105,-73.9604705
41633665,THE BEAN,MANHATTAN,54,2ND AVE,10003,2122285020,CafÃ©/Coffee/Tea,11/30/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,C,40.7255759,-73.9895455
50052660,GARDENIA,MANHATTAN,404,8TH AVE,10001,2127365617,Armenian,7/15/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,33,,40.7496927,-73.9948806
40374415,OMEN JAPANESE CUISINE,MANHATTAN,113,THOMPSON STREET,10012,2129258923,Japanese,10/31/2013,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,34,,40.7259932,-74.001953
50011159,FRAICHE MAXX,MANHATTAN,213,PARK AVE S,10003,2125108551,American,2/12/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,40.7368791,-73.9883197
40851852,MOZZARELLA & VINO,MANHATTAN,33,WEST   54 STREET,10019,6466928849,Italian,10/6/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,6,A,40.7620198,-73.9772022
41617898,CHICKEN BAR,MANHATTAN,717,8 AVENUE,10036,2122455111,Chicken,9/23/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,40.759486,-73.988555
